ID;S1;C1;S2;C2;S3;C3;S4;C4;S5;C5;Label
581;3;13;3;8;3;1;4;4;2;6;0
582;3;2;3;8;3;9;2;10;2;6;0
583;2;9;3;11;4;4;1;4;2;12;1
584;2;9;3;1;3;3;4;13;2;7;0
585;1;10;2;2;4;12;4;10;2;5;1
586;1;1;4;4;1;8;2;1;3;9;1
587;1;11;4;7;1;5;3;1;4;8;0
588;4;7;1;5;4;2;4;5;1;11;1
589;4;4;3;6;1;2;2;5;1;13;0
590;1;13;1;8;2;13;1;10;4;2;1
591;1;13;3;9;3;6;2;2;4;4;0
592;4;6;4;7;3;4;2;9;3;3;0
593;4;9;1;11;1;10;3;7;4;5;0
594;1;9;4;13;2;5;4;5;1;8;1
595;3;7;2;3;3;11;3;3;3;12;1
596;1;12;4;1;3;12;4;4;3;7;1
597;2;1;2;7;3;9;3;11;1;6;0
598;1;7;1;12;4;11;2;4;3;2;0
599;2;7;1;3;2;4;4;9;4;4;1
600;1;6;2;2;4;12;4;11;4;9;0
601;3;2;2;8;4;10;2;5;1;13;0
602;4;10;3;2;2;1;3;13;4;4;0
603;4;12;3;7;1;3;3;8;2;13;0
604;4;6;3;13;4;1;2;13;2;7;1
605;2;1;4;10;2;7;3;9;3;2;0
606;3;11;3;1;2;3;3;12;1;12;1
607;2;2;3;13;2;13;3;11;3;1;1
608;2;6;3;13;2;7;4;8;3;8;1
609;1;3;1;7;4;11;3;10;4;7;1
610;4;6;2;7;3;11;1;9;3;4;0
611;4;8;1;3;2;13;4;10;2;10;1
612;3;4;1;10;4;11;2;13;4;7;0
613;2;13;1;6;3;7;4;2;3;5;0
614;3;8;4;7;4;12;2;5;2;7;1
615;2;10;3;8;1;3;3;10;4;7;1
616;4;2;1;9;1;6;1;5;4;11;0
617;3;2;2;3;2;1;2;9;4;2;1
618;3;1;4;8;1;9;2;12;2;7;0
619;4;1;1;6;1;2;3;10;4;11;0
620;2;6;2;3;1;9;2;7;3;4;0
621;2;8;2;10;1;6;3;10;3;13;1
622;4;11;3;4;3;2;1;13;2;10;0
623;4;4;2;9;2;13;1;9;2;3;1
624;3;6;4;4;3;2;2;1;4;12;0
625;1;5;1;10;1;3;4;9;3;13;0
626;4;12;3;4;4;9;3;1;3;10;0
627;4;13;1;2;1;8;4;4;1;7;0
628;2;5;3;1;4;5;4;1;1;12;2
629;3;7;4;5;4;11;1;8;2;4;0
630;3;13;2;12;2;11;3;2;4;5;0
631;2;12;3;7;1;12;4;8;4;9;1
632;4;8;1;4;4;5;1;5;1;3;1
633;4;3;1;1;3;11;1;5;4;10;0
634;4;6;4;11;2;7;2;8;3;4;0
635;4;5;4;1;3;11;1;5;1;10;1
636;2;3;3;12;1;2;1;6;2;13;0
637;3;11;1;4;3;6;4;12;3;9;0
638;3;1;3;11;2;4;2;13;1;6;0
639;1;12;2;13;1;6;2;4;1;8;0
640;4;13;1;8;3;8;2;9;3;13;2
641;4;9;4;4;1;3;3;13;1;4;1
642;1;1;2;13;1;10;1;2;2;10;1
643;1;8;3;12;1;13;4;8;1;6;1
644;1;2;3;12;2;8;3;1;1;7;0
645;3;3;3;1;1;9;1;6;1;1;1
646;1;10;3;12;3;11;1;9;2;4;0
647;3;5;2;10;1;6;3;13;2;6;1
648;2;10;1;8;1;13;1;7;2;4;0
649;4;12;3;12;2;12;1;1;1;3;3
650;4;3;3;9;4;9;1;8;2;5;1
651;1;13;4;5;3;13;3;7;2;4;1
652;1;2;3;5;3;10;3;9;4;6;0
653;2;10;4;1;3;13;3;12;3;3;0
654;3;12;3;6;3;10;3;1;2;3;0
655;3;8;1;12;4;12;1;9;3;12;3
656;4;1;1;3;1;11;2;4;4;9;0
657;2;7;3;3;3;5;3;12;3;10;0
658;1;1;2;6;2;10;2;11;1;9;0
659;4;12;3;8;2;7;4;7;3;3;1
660;1;1;2;11;3;12;2;5;1;5;1
661;4;6;4;1;4;5;4;3;4;8;5
662;2;7;1;12;1;4;2;2;2;12;1
663;1;13;3;1;1;12;3;6;4;11;0
664;3;5;4;11;1;4;1;12;3;8;0
665;3;11;3;1;2;7;1;5;3;2;0
666;2;12;4;11;4;1;2;4;1;1;1
667;4;7;4;2;3;9;4;11;4;4;0
668;4;13;1;7;2;7;1;9;3;10;1
669;3;8;4;1;1;2;2;2;1;9;1
670;2;13;3;7;1;3;1;12;1;9;0
671;1;8;1;13;1;4;4;10;3;2;0
672;3;11;2;6;1;12;1;4;3;12;1
673;2;12;2;4;2;7;3;13;3;12;1
674;1;10;1;2;4;7;3;7;3;4;1
675;2;13;1;2;2;2;2;3;3;4;1
676;1;2;1;7;3;10;3;6;2;3;0
677;1;7;3;1;3;10;4;8;3;13;0
678;1;4;3;10;3;12;2;11;3;13;0
679;2;8;3;10;3;2;4;1;3;12;0
680;2;8;3;7;3;6;1;2;3;12;0
681;4;5;4;4;4;10;1;7;1;10;1
682;1;3;4;4;3;8;3;1;4;9;0
683;3;10;1;6;2;7;1;13;3;6;1
684;2;10;2;11;4;11;4;12;1;2;1
685;2;9;2;12;3;11;3;9;4;2;1
686;4;4;3;7;4;12;1;5;2;7;1
687;4;5;4;9;3;13;2;7;4;13;1
688;3;13;2;13;1;3;2;3;2;1;2
689;2;11;2;13;2;12;1;4;3;12;1
690;2;12;1;1;4;7;2;10;1;4;0
691;2;4;1;11;4;4;4;7;4;11;2
692;4;7;4;11;2;10;3;3;2;1;0
693;4;9;2;12;3;8;1;3;4;12;1
694;4;9;4;13;1;11;2;4;1;6;0
695;3;7;1;3;2;9;4;12;2;3;1
696;2;3;4;7;1;6;2;2;2;6;1
697;3;3;1;11;2;9;2;10;2;3;1
698;1;12;3;3;3;5;2;8;4;13;0
699;4;2;4;4;4;5;4;3;4;12;5
700;4;6;2;13;2;10;4;13;3;4;1
701;4;5;1;1;4;2;2;11;2;13;0
702;2;9;2;5;3;8;3;11;1;3;0
703;1;2;1;9;1;5;3;11;3;12;0
704;3;2;3;5;4;2;1;1;1;13;1
705;4;11;1;9;2;3;3;13;3;9;1
706;1;13;3;6;1;12;4;11;2;13;1
707;4;4;2;13;1;12;2;9;4;12;1
708;1;1;2;3;2;4;3;2;3;4;1
709;4;11;1;4;1;13;4;1;4;8;0
710;1;8;2;11;1;4;2;6;3;8;1
711;1;13;3;2;4;11;1;6;4;10;0
712;4;5;2;1;2;11;3;6;1;10;0
713;2;10;4;6;1;7;2;7;3;13;1
714;4;9;3;12;2;8;4;8;2;7;1
715;2;12;1;7;3;4;4;5;1;4;1
716;4;4;2;8;3;10;3;7;1;10;1
717;2;4;4;4;2;9;1;10;2;5;1
718;2;9;2;4;3;6;3;1;1;5;0
719;2;5;4;11;3;7;4;5;2;6;1
720;1;9;3;6;4;12;4;5;2;13;0
721;1;4;1;3;4;2;2;1;2;7;0
722;4;9;1;2;1;5;3;2;4;1;1
723;1;6;4;1;2;4;2;2;4;10;0
724;1;10;2;13;1;1;4;4;1;6;0
725;2;2;3;11;2;9;4;7;3;10;0
726;1;9;3;10;3;2;1;5;1;1;0
727;2;8;2;6;4;9;4;6;3;8;2
728;2;1;2;2;4;5;4;9;2;12;0
729;3;10;2;2;2;12;1;10;1;4;1
730;4;7;3;1;3;6;2;7;1;12;1
731;3;3;1;6;3;2;3;13;4;3;1
732;2;11;2;8;4;8;1;5;4;1;1
733;3;3;2;2;3;13;1;5;1;12;0
734;4;9;1;10;2;5;2;2;4;12;0
735;3;13;1;4;4;8;3;1;1;3;0
736;3;9;2;13;2;5;1;10;3;12;0
737;3;4;4;9;2;12;1;6;1;12;1
738;3;1;3;6;2;4;4;11;2;13;0
739;2;5;4;7;2;3;1;3;3;2;1
740;1;5;1;12;3;10;1;10;1;13;1
741;2;4;3;9;4;6;1;8;3;10;0
742;1;10;1;2;4;13;2;9;2;6;0
743;1;13;4;7;1;1;1;10;2;7;1
744;1;7;2;6;2;4;2;8;2;10;0
745;1;8;4;10;4;12;2;10;4;1;1
746;2;7;3;8;4;3;3;9;1;2;0
747;1;12;2;2;2;12;1;4;4;8;1
748;1;5;1;4;2;8;2;6;3;6;1
749;3;11;2;10;1;10;3;12;2;2;1
750;3;7;3;8;4;10;4;9;2;2;0
751;4;4;3;3;2;3;2;11;2;2;1
752;4;2;2;4;2;2;2;5;4;6;1
753;4;11;2;1;4;1;3;5;3;10;1
754;2;6;3;12;2;11;3;8;3;6;1
755;3;9;3;4;2;3;1;5;4;9;1
756;4;8;2;11;1;13;3;9;4;10;0
757;1;2;3;4;1;1;4;13;2;3;0
758;4;4;2;10;4;3;2;9;3;11;0
759;1;2;1;6;4;8;1;5;4;11;0
760;4;10;1;7;3;1;3;3;4;12;0
761;3;1;4;4;3;2;3;12;1;11;0
762;3;10;3;1;2;4;1;10;2;11;1
763;2;10;1;7;4;1;1;3;2;2;0
764;4;12;2;9;1;7;2;3;1;6;0
765;3;3;2;12;3;5;2;9;4;8;0
766;3;2;3;13;3;7;4;7;2;11;1
767;4;4;2;12;2;4;2;2;1;10;1
768;2;10;2;7;3;1;2;9;1;3;0
769;3;6;1;1;4;6;2;2;1;12;1
770;3;9;1;10;4;11;3;7;4;8;4
771;3;1;4;11;1;10;2;4;4;10;1
772;1;1;4;4;1;10;4;7;3;13;0
773;1;2;1;7;2;3;1;3;2;5;1
774;4;3;3;13;4;4;4;5;3;9;0
775;2;3;1;13;2;9;1;7;3;3;1
776;3;13;3;4;1;9;3;7;3;2;0
777;2;8;1;6;3;3;1;13;4;9;0
778;4;6;2;13;1;5;1;10;4;8;0
779;4;6;4;13;4;2;1;6;4;10;1
780;4;2;1;2;2;11;1;1;3;5;1
781;3;6;2;9;1;6;2;1;4;1;2
782;2;11;4;5;3;2;1;1;2;2;1
783;4;2;2;13;3;8;1;2;3;5;1
784;3;1;1;12;3;10;4;6;1;5;0
785;4;8;1;1;4;13;3;9;2;7;0
786;1;9;1;7;1;5;4;5;4;3;1
787;3;4;1;6;4;5;3;8;1;8;1
788;3;5;2;8;4;13;1;1;2;4;0
789;3;12;3;5;1;4;3;13;4;8;0
790;2;12;3;12;4;13;4;2;1;10;1
791;4;7;3;5;3;1;1;13;2;7;1
792;4;6;4;13;4;3;2;8;2;10;0
793;2;12;4;3;4;7;2;10;3;4;0
794;2;1;4;8;4;7;3;9;1;8;1
795;1;2;2;12;4;13;3;8;1;13;1
796;2;4;1;9;3;5;3;11;3;4;1
797;1;11;4;4;3;12;2;5;1;5;1
798;3;13;4;7;1;7;4;9;3;1;1
799;3;9;3;1;1;11;4;3;1;5;0
800;2;4;4;13;1;6;1;10;4;11;0
801;2;6;4;3;3;6;4;9;1;4;1
802;4;3;2;3;2;13;1;2;4;6;1
803;1;4;4;1;1;8;4;2;4;9;0
804;1;11;1;8;1;1;1;9;4;7;0
805;2;9;3;9;1;1;1;5;4;9;3
806;3;3;1;10;1;4;2;4;4;8;1
807;1;6;4;5;4;1;1;8;2;4;0
808;2;6;2;1;2;9;3;3;3;8;0
809;3;5;2;4;1;12;4;2;2;2;1
810;1;12;1;6;2;2;4;5;1;1;0
811;3;2;1;2;4;6;2;12;4;10;1
812;1;6;4;9;2;1;4;7;3;11;0
813;3;8;1;12;1;2;3;5;4;4;0
814;4;4;2;9;1;4;4;11;3;9;2
815;2;12;2;1;2;13;2;4;2;3;5
816;2;8;2;5;2;1;2;7;3;12;0
817;3;13;1;5;2;5;1;13;3;4;2
818;1;10;1;5;3;13;1;8;2;12;0
819;3;13;4;9;2;3;3;8;3;5;0
820;2;13;4;5;4;8;1;4;1;1;0
821;2;11;4;1;1;1;1;7;4;4;1
822;3;8;1;11;1;10;1;6;4;8;1
823;4;11;4;7;1;3;4;13;2;12;0
824;4;2;4;9;4;5;2;11;1;10;0
825;4;12;1;8;1;3;1;1;3;4;0
826;3;7;4;4;1;1;4;3;4;6;0
827;1;7;4;5;1;13;3;11;2;3;0
828;1;1;2;4;3;1;3;8;2;1;3
829;2;5;4;12;2;12;2;4;2;13;1
830;4;7;4;2;3;5;2;5;2;11;1
831;2;8;4;12;2;6;3;11;4;8;1
832;4;12;3;9;2;12;4;3;3;13;1
833;1;9;3;2;1;13;4;2;3;9;2
834;2;9;3;10;4;13;1;10;2;8;1
835;1;4;2;12;4;7;2;5;4;2;0
836;3;13;1;12;2;5;4;2;2;3;0
837;2;6;4;11;2;8;3;8;4;6;2
838;4;10;1;9;2;11;1;1;2;12;0
839;1;7;2;12;4;10;1;10;4;6;1
840;3;13;1;13;4;3;4;9;1;10;1
841;1;11;2;10;4;2;1;13;3;4;0
842;3;8;1;1;4;9;1;5;2;4;0
843;4;2;1;9;2;6;1;5;2;3;0
844;4;9;2;9;1;2;3;1;3;13;1
845;4;10;3;11;3;2;1;1;3;6;0
846;3;1;1;11;2;7;2;13;3;5;0
847;4;10;4;12;3;6;4;9;3;13;0
848;3;11;1;13;3;3;3;4;4;5;0
849;2;3;1;10;4;8;1;3;4;7;1
850;3;5;1;11;3;13;3;6;3;4;0
851;2;5;4;2;4;4;2;3;1;6;4
852;3;1;2;1;3;5;2;2;4;8;1
853;4;7;2;8;1;2;4;2;2;3;1
854;4;1;4;9;3;6;4;6;2;13;1
855;1;10;3;8;3;13;4;2;1;3;0
856;3;5;2;12;1;5;3;3;1;8;1
857;3;1;3;9;4;7;1;9;1;6;1
858;1;13;1;11;1;9;3;2;4;8;0
859;4;6;1;8;1;1;4;7;3;11;0
860;2;1;3;2;1;5;4;3;2;13;0
861;2;7;1;3;4;4;3;9;3;11;0
862;1;13;4;8;4;11;3;11;1;5;1
863;4;13;2;4;3;12;3;5;1;6;0
864;1;11;2;2;2;7;2;10;2;8;0
865;2;8;2;5;3;3;4;2;2;11;0
866;2;11;4;5;1;11;1;10;3;5;2
867;4;3;2;6;3;12;2;8;3;13;0
868;2;5;1;7;1;11;4;9;1;2;0
869;1;12;1;3;3;1;3;11;2;9;0
870;2;3;4;6;4;1;3;12;2;9;0
871;3;7;3;6;3;5;1;12;3;8;0
872;4;9;4;5;3;1;2;10;3;3;0
873;3;13;1;11;1;5;4;13;4;9;1
874;4;4;3;1;2;1;2;8;3;7;1
875;2;3;2;8;3;7;2;1;2;2;0
876;3;13;1;12;4;10;3;7;2;11;0
877;1;7;1;10;1;5;3;8;2;8;1
878;2;1;2;2;2;12;4;6;2;9;0
879;4;13;2;9;1;4;2;11;3;7;0
880;4;1;1;2;2;12;4;11;1;13;0
881;2;12;4;11;1;6;1;11;3;5;1
882;1;2;4;8;1;10;2;8;1;11;1
883;4;3;3;2;4;9;1;9;1;12;1
884;1;12;2;5;3;3;2;8;4;10;0
885;1;7;2;2;1;5;1;3;3;10;0
886;1;7;1;8;4;2;1;5;2;9;0
887;1;9;1;10;4;4;4;13;1;6;0
888;2;4;4;3;2;10;1;8;4;4;1
889;3;6;1;3;2;11;4;6;3;11;2
890;4;9;4;2;2;9;3;12;3;4;1
891;3;7;2;13;2;8;1;10;3;12;0
892;4;8;3;1;2;12;1;6;3;11;0
893;1;11;3;1;3;3;1;7;2;11;1
894;4;12;4;9;1;13;4;13;3;3;1
895;1;6;3;9;1;10;1;1;3;2;0
896;4;11;1;6;4;4;4;3;2;8;0
897;2;9;2;5;3;2;1;1;2;11;0
898;1;12;1;3;3;1;1;11;1;13;0
899;4;6;4;11;2;13;3;10;3;12;0
900;2;7;4;9;3;2;4;8;1;7;1
901;4;12;2;8;1;8;4;6;4;5;1
902;4;9;3;9;1;2;4;2;1;12;2
903;3;8;2;10;3;7;1;7;2;2;1
904;4;11;4;12;1;13;3;7;3;3;0
905;3;12;2;3;2;12;3;3;1;9;2
906;4;1;3;13;2;2;2;1;3;9;1
907;1;9;4;5;2;13;4;2;4;10;0
908;3;13;1;3;1;2;2;8;4;12;0
909;2;9;2;2;4;5;1;3;1;13;0
910;3;11;4;12;2;11;4;5;1;6;1
911;2;1;1;2;3;11;2;3;4;2;1
912;1;8;2;7;2;5;4;2;2;10;0
913;1;8;4;7;3;8;4;3;2;7;2
914;2;13;2;5;3;13;3;4;1;1;1
915;4;6;2;2;3;9;1;10;2;1;0
916;4;4;3;5;1;9;2;7;2;5;1
917;4;9;3;1;4;13;4;7;1;13;1
918;4;13;2;8;1;7;2;5;4;12;0
919;2;5;2;12;3;9;4;11;1;4;0
920;1;10;3;1;1;11;3;9;2;13;0
921;4;2;4;10;1;10;1;7;2;5;1
922;4;10;1;5;3;2;3;6;1;7;0
923;1;6;1;5;1;1;1;9;1;12;5
924;2;8;1;4;3;11;4;3;2;13;0
925;2;4;1;13;1;12;2;5;2;13;1
926;1;10;4;9;3;12;3;13;2;13;1
927;2;3;4;1;3;8;2;2;1;7;0
928;2;5;1;8;2;12;4;1;1;9;0
929;3;10;2;12;3;3;4;2;1;4;0
930;2;10;2;8;4;7;2;2;1;6;0
931;1;7;4;6;3;6;2;11;3;2;1
932;4;9;3;13;1;12;2;9;4;8;1
933;1;3;4;8;1;5;2;13;3;7;0
934;4;12;2;3;2;7;4;9;3;6;0
935;4;12;4;1;4;3;3;6;4;5;0
936;1;9;1;2;4;10;3;9;4;3;1
937;3;10;2;3;2;9;3;3;3;1;1
938;4;10;3;5;3;1;2;1;1;7;1
939;3;10;4;4;2;4;4;1;1;2;1
940;3;13;3;9;2;1;1;3;2;9;1
941;3;1;1;9;4;1;3;8;2;12;1
942;2;6;4;11;3;11;4;4;4;10;1
943;1;6;4;8;2;12;4;2;2;6;1
944;3;3;2;8;4;8;1;5;2;10;1
945;2;3;2;8;3;2;1;11;3;6;0
946;2;9;3;2;4;3;2;4;4;6;0
947;3;4;1;12;3;13;4;1;2;6;0
948;1;9;3;12;4;4;3;4;2;12;2
949;2;12;3;13;1;11;4;11;2;10;1
950;2;12;3;5;2;11;3;9;2;8;0
951;4;9;1;8;3;5;4;6;2;13;0
952;3;2;4;4;1;5;1;8;1;2;1
953;3;8;4;6;3;12;1;13;3;1;0
954;4;9;2;6;4;7;1;4;3;4;1
955;2;1;2;2;4;13;2;13;4;1;2
956;4;12;4;8;3;6;2;4;3;4;1
957;3;9;3;3;1;13;2;2;2;12;0
958;4;6;1;5;4;2;1;4;4;7;0
959;4;2;1;2;1;10;4;3;2;4;1
960;3;7;4;3;1;9;3;5;3;3;1
961;3;8;3;9;1;12;2;8;2;11;1
962;1;13;4;1;1;3;3;12;4;13;1
963;4;1;4;6;4;7;1;11;3;5;0
964;3;8;4;3;1;3;2;9;3;13;1
965;2;11;4;2;3;8;2;12;1;3;0
966;3;4;3;13;1;6;3;1;4;7;0
967;1;12;1;4;1;2;2;11;3;7;0
968;4;11;4;10;4;12;3;1;2;12;1
969;2;1;3;11;3;13;4;5;4;1;1
970;1;11;4;1;1;12;4;12;3;2;1
971;2;11;4;2;1;2;4;1;1;11;2
972;1;13;4;8;3;1;2;5;1;5;1
973;3;9;2;2;3;5;2;8;2;7;0
974;3;10;1;9;3;8;3;4;3;5;0
975;3;11;4;3;2;8;1;13;4;10;0
976;4;3;4;6;2;1;3;11;1;4;0
977;4;7;4;4;4;10;4;9;4;12;5
978;3;9;1;8;2;7;4;9;2;6;1
979;1;9;3;11;2;2;3;7;2;10;0
980;4;3;2;8;3;9;3;5;4;7;0
981;3;2;4;8;1;7;2;13;3;8;1
982;3;6;4;2;3;8;3;9;1;4;0
983;4;6;2;13;4;13;4;3;2;5;1
984;4;7;2;8;1;11;3;2;1;2;1
985;4;1;1;13;1;3;3;7;2;7;1
986;4;11;3;10;3;2;2;1;4;12;0
987;2;4;3;5;4;12;3;2;4;13;0
988;2;7;4;8;1;5;3;2;4;10;0
989;4;1;1;8;3;13;4;9;2;1;1
990;4;7;1;4;4;12;3;4;1;3;1
991;3;9;3;3;3;13;3;11;3;5;5
992;2;1;1;3;2;5;3;8;1;12;0
993;4;2;3;6;2;11;2;13;1;6;1
994;1;8;3;13;2;7;3;10;2;11;0
995;1;10;4;7;3;13;4;11;2;3;0
996;4;9;1;12;3;9;1;6;1;13;1
997;3;11;3;13;1;6;2;11;3;3;1
998;3;10;1;13;3;9;2;10;3;4;1
999;4;1;2;9;1;8;1;2;1;4;0
1000;4;11;1;12;1;13;1;3;3;3;1
1001;1;3;4;6;3;2;2;6;2;1;1
1002;4;4;3;8;1;11;4;9;2;5;0
1003;2;6;2;3;1;2;4;1;4;2;1
1004;2;8;3;2;3;5;1;8;3;4;1
1005;3;9;3;3;4;9;4;13;1;11;1
1006;1;2;4;4;4;10;3;2;1;11;1
1007;4;13;1;5;3;2;4;4;1;9;0
1008;4;8;4;11;1;2;2;4;3;11;1
1009;4;8;2;9;2;12;3;3;4;6;0
1010;2;10;4;1;1;7;3;1;1;5;1
1011;2;2;1;13;4;10;4;13;1;9;1
1012;4;7;2;4;4;6;2;2;1;5;0
1013;2;9;2;6;4;5;2;11;1;13;0
1014;2;7;2;9;3;11;3;2;4;3;0
1015;4;12;2;12;2;1;4;7;4;4;1
1016;4;7;3;2;1;5;3;1;3;9;0
1017;4;3;2;9;2;6;4;2;2;8;0
1018;3;1;4;9;1;12;2;4;1;11;0
1019;4;3;3;11;1;9;4;12;1;7;0
1020;1;7;4;5;4;4;2;9;3;4;1
1021;3;10;1;7;3;8;3;11;3;9;4
1022;1;3;3;11;4;12;2;9;4;6;0
1023;3;13;1;6;2;7;1;9;4;12;0
1024;4;4;2;7;3;6;4;3;2;4;1
1025;3;7;1;4;2;10;4;2;1;10;1
1026;1;8;3;13;4;5;2;9;1;1;0
1027;1;6;1;3;1;12;1;4;3;10;0
1028;3;12;2;1;3;9;1;1;1;6;1
1029;4;6;4;7;2;10;3;11;3;4;0
1030;1;13;2;7;3;12;1;5;4;2;0
1031;4;1;3;6;1;7;4;10;1;4;0
1032;4;7;4;5;4;9;4;1;2;8;0
1033;3;11;1;3;1;11;2;2;4;6;1
1034;2;11;3;4;1;5;4;2;4;9;0
1035;3;4;1;10;2;3;1;5;4;9;0
1036;4;11;2;9;1;5;3;9;2;7;1
1037;4;5;2;3;1;1;3;10;2;6;0
1038;3;8;2;7;2;3;3;7;1;12;1
1039;3;12;4;8;4;7;3;3;1;6;0
1040;1;2;2;12;1;8;1;13;3;1;0
1041;2;7;2;5;4;9;4;6;1;9;1
1042;2;9;3;9;2;7;2;5;3;1;1
1043;3;12;3;2;4;11;2;11;1;3;1
1044;2;2;1;13;2;13;4;3;4;13;3
1045;4;10;4;11;1;10;2;9;4;1;1
1046;3;6;1;9;4;5;4;8;3;13;0
1047;4;2;3;10;4;7;4;10;2;6;1
1048;2;8;4;13;3;8;3;2;4;2;2
1049;2;10;3;9;1;11;2;11;4;5;1
1050;2;10;3;10;2;3;2;5;1;6;1
1051;3;2;2;13;2;3;4;6;1;10;0
1052;2;5;3;6;2;13;2;7;4;2;0
1053;4;13;1;1;3;8;3;13;3;1;2
1054;1;4;1;5;3;9;2;2;3;3;0
1055;3;9;1;2;1;9;1;10;3;3;1
1056;1;3;4;5;2;1;4;9;4;4;0
1057;3;11;3;6;3;4;1;5;2;2;0
1058;3;3;4;13;1;5;1;11;1;3;1
1059;3;4;3;7;3;11;2;4;3;2;1
1060;4;1;1;10;3;2;4;8;1;12;0
1061;3;1;3;9;2;10;1;8;3;8;1
1062;1;2;4;10;4;11;2;8;4;6;0
1063;1;8;1;5;4;10;3;2;4;1;0
1064;3;8;2;7;3;9;1;6;2;5;4
1065;4;8;3;1;2;5;4;4;4;10;0
1066;1;10;2;12;1;2;1;11;3;3;0
1067;3;1;2;5;2;3;3;4;3;5;1
1068;2;9;2;13;3;11;2;6;2;11;1
1069;4;13;1;12;4;11;2;11;1;6;1
1070;3;9;3;7;3;13;1;12;3;5;0
1071;2;7;4;8;3;5;3;1;1;5;1
1072;3;1;3;10;4;8;3;6;1;3;0
1073;2;8;3;6;2;7;4;7;2;1;1
1074;3;7;4;11;1;9;4;3;4;12;0
1075;3;9;2;9;1;6;1;3;2;5;1
1076;2;11;4;9;2;7;3;2;3;4;0
1077;2;10;4;6;4;8;3;8;3;9;1
1078;1;4;4;13;2;7;4;11;3;9;0
1079;3;6;2;7;2;1;4;4;4;1;1
1080;2;7;1;4;2;1;4;7;4;10;1
1081;2;4;1;4;2;7;3;1;1;13;1
1082;1;2;2;6;4;2;3;2;2;8;3
1083;3;4;4;11;3;8;3;6;1;2;0
1084;4;1;1;6;3;5;4;13;4;5;1
1085;4;3;3;10;1;13;4;6;3;11;0
1086;3;3;3;8;1;1;2;4;3;10;0
1087;4;5;2;7;1;11;3;9;4;1;0
1088;4;4;4;12;4;1;3;1;1;13;1
1089;3;7;4;2;3;9;2;11;3;2;1
1090;1;7;2;13;2;12;2;5;4;10;0
1091;4;3;4;13;1;13;4;12;3;6;1
1092;2;4;1;13;3;9;4;6;3;8;0
1093;4;1;4;13;3;7;2;6;1;11;0
1094;4;1;1;2;2;7;4;7;4;2;2
1095;3;8;4;10;2;12;1;4;3;2;0
1096;2;4;4;8;2;13;1;7;1;10;0
1097;2;6;2;7;4;10;3;2;2;10;1
1098;3;1;1;8;4;8;4;5;2;3;1
1099;4;10;4;3;1;5;2;3;2;9;1
1100;4;7;3;5;4;5;1;3;3;8;1
1101;3;2;2;11;3;11;4;10;4;8;1
1102;1;10;3;7;2;2;2;8;3;11;0
1103;2;2;2;13;3;13;3;1;3;11;1
1104;4;2;2;10;1;6;3;1;4;5;0
1105;1;4;1;10;2;3;3;9;1;7;0
1106;3;3;2;12;1;4;1;10;4;2;0
1107;3;2;4;7;3;7;1;7;1;1;3
1108;3;4;1;8;2;12;1;11;4;7;0
1109;4;3;3;7;2;6;1;4;3;1;0
1110;2;9;1;9;4;6;2;13;3;5;1
1111;3;5;2;13;4;12;1;13;1;1;1
1112;4;11;3;4;3;6;2;12;1;13;0
1113;1;13;4;1;4;8;4;7;4;4;0
1114;4;13;1;8;2;5;1;3;3;10;0
1115;2;2;1;11;4;12;1;10;2;1;0
1116;4;7;2;2;3;5;1;9;2;8;0
1117;3;13;3;3;3;10;2;9;1;8;0
1118;1;2;1;6;2;1;2;8;2;3;0
1119;2;9;4;7;3;9;2;13;2;6;1
1120;1;11;4;7;1;9;1;2;4;5;0
1121;4;13;4;8;3;10;1;7;3;11;0
1122;1;3;4;10;4;9;1;10;4;5;1
1123;2;7;3;13;2;9;3;8;2;2;0
1124;2;8;4;2;2;4;1;10;3;7;0
1125;2;1;1;10;2;10;3;6;4;7;1
1126;1;5;1;6;1;1;2;13;3;13;1
1127;4;1;4;7;4;8;3;12;1;3;0
1128;1;5;4;11;4;5;4;1;2;8;1
1129;4;5;3;3;1;10;4;8;3;13;0
1130;2;3;1;13;1;10;3;2;2;10;1
1131;4;4;4;7;1;11;4;11;4;13;1
1132;1;6;4;1;4;12;3;12;1;8;1
1133;2;6;3;3;4;5;2;7;1;8;0
1134;1;9;3;11;1;11;3;3;1;7;1
1135;2;12;3;10;2;13;2;3;4;4;0
1136;3;1;1;6;4;11;3;3;4;6;1
1137;2;13;4;9;1;12;2;11;1;6;0
1138;1;3;4;9;2;10;4;1;1;4;0
1139;4;13;1;2;2;8;3;2;4;9;1
1140;2;11;4;1;2;13;4;4;1;11;1
1141;2;10;2;5;4;7;1;12;4;4;0
1142;1;13;1;10;4;9;3;12;4;7;0
1143;3;6;3;4;2;13;4;10;2;10;1
1144;2;11;4;10;4;7;2;1;3;5;0
1145;4;9;3;7;1;9;4;6;2;7;2
1146;2;8;1;3;2;5;1;10;3;3;1
1147;2;5;3;6;3;5;4;6;1;9;2
1148;4;2;1;5;4;6;1;8;1;3;0
1149;4;13;2;2;1;3;3;9;4;2;1
1150;4;10;2;7;3;8;3;6;4;3;0
1151;2;6;4;8;3;10;2;9;2;10;1
1152;2;9;1;10;4;3;2;13;2;11;0
1153;2;11;2;7;4;13;2;8;1;1;0
1154;4;7;4;8;1;5;1;4;1;1;0
1155;1;9;3;5;2;2;2;3;4;4;0
